Dialogue/1605FCA24159D40F6F6B308C46DD237A_F5807AEF00000000	Access for Cascade staff to IS One-Three-Four has been severely limited. [5.66]Management at Voussoir, such as it is, have elected to fortify a mountain and lock the creature deep inside, [13.5]seemingly in order to forget about it. [16.3]This is a shame, given the entity's unique place in human history. [20.9]However, as sightings continue, I admit with some indulgence that it may not be the only one of its species. [27.5]I would love to get one here for direct study.	IS-134에 대한 접근은 캐스케이드 직원에게 엄격히 제한되고 있다. [5.66]부스와르의 관리인들은 그들이 하던 대로, 산을 요새화하고, 개체를 깊숙이 가둬버리고는, [13.5]마치 잊어버리려는 듯 행동하고 있다. [16.3]해당 개체와 인류와의 관계를 생각해 보았을 때 그저 안타까울 뿐이다.[20.9]또한, 목격담이 계속됨에 따라, 그것이 이 종의 유일한 개체가 아니라는 생각이 든다. [27.5]연구를 위해 이곳으로 가져올 수 있기를 희망한다.
Dialogue/A08599F84BC8E83193DBEBA6E6E30C06_F2E10BE100000000	Ack, I'm starving!	아악, 배고파!
Dialogue/2AEC103C4C59400BD591A6924B47935C_F5807AEF00000000	After our first steps in Flathill, and early on-site experiments beneath the Hydroplant, [6.08]Dr. Newman's "Dark Lens" is quite simply revolutionary. [10.97]If anything, it's too powerful. [13.58]The Lens opens up an infinity of worlds to us. [17.07]That said, the name appals me - [20.33]why we gave critical equipment such a melodramatic name is beyond me. [25.07]Are we scientists, or B-grade villians lurking in some covert lair?	플랫힐에 첫 발을 딛고, 수력발전소 아래에서 초기 현장 실험이 이루어진 이래로, [6.08]뉴먼 박사의 "암흑 렌즈"는 간단히 말해 혁명적이다. [10.97]오히려 너무 강력하다고 하겠지. [13.58]이 렌즈는 우리에게 무한한 세계를 열어주었다.[17.07]그렇다고 해도, 이름이 마음에 걸린다. [20.33]왜 우리가 이 중요한 장비에 오그라드는 이름을 지었는지 이해할 수 없다. [25.07]우리가 과학자인지, 비밀기지에 숨어있는 B급 악당들인지 모르겠다.
Dialogue/AFD9C71D48B601CDBCD839A941C678BD_28A5EA9400000000	After you.	따라갈게.
Dialogue/BF5B26A94BFA4D568186EA8E882CBF66_1FF8065E00000000	Ah, Station Three, what's going on, over? [5.7]Station Three? Station Two. [10.6]I'm getting a lot of chatter. [12.4]Keystone running some kind of shady op again? [15]I didn't see a bulletin, I'm just trying to finish up some work here. [24]Okay, just let me know if it's any GK'ers coming my way [26.8]they creep me the hell out. Over.	아아, 스테이션 3. 도대체 무슨 일인지. 오버? [5.7] 스테이션 3? 여기는 스테이션 2. [10.6]무전이 시끄러운데,[12.4]키스톤 놈들 또 이상한 작전 하는 거야? [15]전달 받은 거 없는데, 여기서 일이나 마무리하고 있었거든. [24]알겠어. 그냥 게이트키퍼가 올 때 무전이나 해줘. [26.8]그 미친놈들 진짜 소름끼치니까. 오버.
Dialogue/2DCC83474198CE69961A55BF2DDE17E4_F2E10BE100000000	Ah, endothermia	아, 열역학
Dialogue/5561EFAD4C51D010B4AC84B44F898D8E_F2E10BE100000000	Ah, it's positively balmy	아, 따뜻하군
Dialogue/9163260D45529EF9BD924EB15A71C7CF_EF8738C000000000	Ah, reality	아, 정말이지
Dialogue/E13559754C6D139722DCAEA1C0AA2132_EF8738C000000000	Ah, very good.	아, 매우 좋군.
Dialogue/E4854A8348DB76CCE9E5F29242FAE43F_AD7A481D00000000	Ah, we converge at the cusp, this boundary of dust ...[8.2]Ask yourself, has the moment arrived ... or will it wait?[14.3]This impasse shields you, now, for dark energy lies below ...	아, 먼지의 경계, 그 접점에서 만났구나...[8.2]스스로에게 물어라. 때가 왔느냐? ... 아님 더 기다려야 하는가?[14.3]이 막다른 길이 그대를 보호하노라, 지금, 암흑 에너지가 저 아래에 뉘어있기 때문에...
Dialogue/F3B818A149125D4C50E436B6D54A5CF2_1FF8065E00000000	Ah, what the hell? This damn radio's acting up. [4.5](turns down radio) There we go. Ugh, all morning. [7.8] All right. Where were we? [10.1]They want you to capture a creature. [12.3]Um... the lady who's supposed to do this, she took all the nets downstairs with her. [17]Hmmm, look around, maybe you can make one out of something.	아, 무전기 또 지랄이네. [4.5](무전기 소리를 줄이며) 됐다. 아침 내내 이래. [7.8] 아무튼, 어디까지 했지? [10.1]생물 하나를 직접 잡아야 돼. [12.3]음... 근데 원래 일하던 여직원이 그물을 다 가지고 내려간 거 같네. [17]흐으음, 어쩌면 주변에서 얻은 걸로 직접 만들 수 있지 않을까?
Dialogue/9FAF205C47B18D8755B7D49C224F00B4_0508B95B00000000	Ah, you're from the research division.	아, 연구 부서 사람이군.
Dialogue/0FBAA328443B20E73D6656A80246421E_08113E4400000000	Ah, you’re stuck here too, eh. [2.4]I came down from Level 8 for a coffee. Now I’m locked in here for God knows how long. [10.4]It’ll be those fools on Level 3 overreacting again. (Sighs) [17.54]Looks like Jager’s locked out. Typical. [21.15]See if you can let him in. Maybe he knows what’s happened. [24.7]But take your time. He’s insufferable.	아, 그쪽도 여기 갇혔구만. 음. [2.4]커피 한 잔 마시려고 8층에서 내려왔는데, 여기 갇힌 게 지금 한세월이야. [10.4]분명 3층 그 멍청한 놈들이 또 오버하는 거겠지. (한숨을 쉬며) [17.54]예거도 갇혀있는 거 같군. 뻔하지. [21.15]한번 열어줄 수 있는지 확인해 봐. 혹시 몰라. 예거가 뭔가 알고 있을지도. [24.7]너무 서두르진 말고. 좀 짜증나는 인간이거든.
Dialogue/D19CB4C447E830F43335A68C92728B8D_EF8738C000000000	Ahhh, better now	아아, 훨씬 낫군
Dialogue/415DE54E45A2052C7CF0528C5C1B4642_7E44BA3100000000	Alert, unsanctioned entities detected. Contact containment staff - immediately.	경고, 미승인 개체 감지. 즉시 격리 담당 직원에게 보고하십시오.
Dialogue/436936CF4B3CE4D25A8D2DA0652887CD_7E44BA3100000000	Alert. The GATE Rise Laboratory is under security threat. [5.5]Secure your work station and evacuate immediately. [10.2]Leave all belongings and samples, and follow Defense Team instructions. 	경고. GATE 라이즈 연구소에서 보안 위협이 발생했습니다. [5.5]하던 작업을 정리하고, 즉시 대피하십시오. [10.2]모든 소지품과 샘플을 버리고, 방어팀의 지시에 따르십시오.
Dialogue/D9E07F3B4E98B2D198A82B8E073D61A1_7E44BA3100000000	Alert. There has been a - complete - containment failure. [5]Please make your way to Defense Sector by any means available. [10.8]Have an efficient and effective day.	경고. 격리가 - 완전히 - 실패하였습니다. [5]가능한 모든 수단을 동원하여 방어 구역으로 이동하십시오. [10.8]효율적이고 효과적인 하루를 보내시길 바랍니다.
Dialogue/E6DD5159441A6F7FD37E68AAFC9E9545_1E8E4DD100000000	All I can say is, they'll be looking for people like you - so keep your head down, and stay away from windows.	하나 알고있는 건, 저 놈들이 너 같은 사람을 찾고있었단 거야. 머리 숙이고, 창문에서 떨어져.
Dialogue/726E614E4A14A4A2DFF82DAFD3ED7F4A_7D797E7800000000	All my data's inside ... I have to get it ...	내 모든 데이터가 안에 있어... 가져와야만 해...
Dialogue/10E3BF334A0318EE1E54918825623C67_587DB37A00000000	All my people need to do is follow the pipes, red, yellow, green - [3.5]they'll find their way to the pumps they need to fix. [6]It's been hours since they left, but they'll be back, I'm sure of it.	팀한텐 파이프만 따라가면 된다 했어. 빨강, 노랑, 초록. [3.5]그러면 수리해야 할 펌프를 찾을 수 있거든. [6]출발한지 몇 시간이 지나긴 했는데, 분명 돌아올 거야. 확신해.
Dialogue/A660259741471023C2E3EE90B3EE6FCC_7E44BA3100000000	All vacant perforations will be resetting in 3 ... 2 ... 1 ... Reset complete.	비어있는 모든 천공이 초기화되기까지 3... 2... 1... 초기화 완료.
Dialogue/144C6A3B45ED958B5B1780AC0391BD3D_98F20B1500000000	Almost there.	거의 다 왔어.
Dialogue/DEFADEE7455F046DA1BE46A454F0DD07_AF4702B100000000	Alpha bravo ... whatever ... someone there?	알파, 브라보... 누구든지... 아무도 없어?
Dialogue/18C8347C47B31FC74AABBD83C9900325_4D54ED2D00000000	Am I in your way?	제가 길이라도 막고 있나요?
Dialogue/4FE02A5942D708DAB097EBB406A0D8CF_3322B20700000000	Anteverse II ... there is so much more to it than we thought ...	안테버스 II... 우리가 생각한 것보다 더 엄청난 것일지 모른다.
Dialogue/BCA1D5D54E6ED71579F715BFA7DF3906_F2E10BE100000000	Any colder and I'll be homeostatic.	더 추워지면 항상성을 잃을 거야.
Dialogue/33FAD3404168B595C4D864859ABA58E4_EF8738C000000000	Any hotter and I'll expire.	더 더워지면 불 타 죽겠어.
Dialogue/BB3AA1004C38D5B6F4C157A858A7E2D2_F2E10BE100000000	Anyone else getting a bit... hungry?	나 말고 또... 배고픈 사람?
Dialogue/B8D418A84B696AFA9D1C67B6FADEB2F1_F980962A00000000	Are the turrets down?	터렛 다 멈췄어?
Dialogue/A0EB0C0A43324D9F012F209675FDA6E5_F609D41800000000	Are you GATE?[1.0]How did you get here?	GATE인가?[1.0]여기엔 어떻게 왔지?
Dialogue/8D991290491C4E4AECC6668F2E0075B5_9EEEEC2D00000000	Are you demented? Answer me—why must this forsaken train keep moving?!	고장이라도 났냐? 대답해라. 왜 이 외딴 기차가 계속 달려야 하는 것이지?!
Dialogue/375CC3334D61AAE7C04FBDB305463B1E_09B430A600000000	Are you feeling alright?	몸은 괜찮아요?
Dialogue/4EF5F3B94FE876EBC58C3E8C632D482B_587DB37A00000000	Are you going to stand around staring - or do something useful?	계속 쳐다보고만 있을래? 아니면 좀 도와줄래?
Dialogue/8CC359F24FEC47C91DB1D883B5425BA8_98535A7300000000	Are you ready then?	그럼, 준비됐나?
Dialogue/99431C6F4E024B6769027FBA89047441_09B430A600000000	Are you sure about this, Abe? 	확실한 거 맞아요, 에이브?
Dialogue/8714968E4A91A3C775B9B5A631737ADA_EF8738C000000000	Are you thinking what I'm thinking?	너도 나랑 같은 생각했어?
Dialogue/212308164AE2C4FBC4AC0E9D6BCEA653_98535A7300000000	Are you thirsty? There's this ... soda.	목 말라? 이 음료수는... 어때?
Dialogue/CA5934A94CC99D28965280AEFEDB0095_F5807AEF00000000	As we dispatch our TR teams to further regions of Anteverse 2, [4.57]they return with new specimens, most of them variations of a few basic forms. [10.22]When introduced to the GATE facility, these organisms continue to evolve, rapidly acquiring new behaviours. [16.72]It is my theory that the entropy delta is responsible. [20.95]How far this evolution will extend, remains to be seen.	차원정찰대를 안테버스 2의 깊은 지역까지 파견했다. [4.57]그들은 새로운 표본을 가지고 돌아왔는데, 대부분 기본적인 형태의 변종들이었다. [10.22]GATE 시설로 가져오자, 해당 유기체들은 진화하기 시작해, 새로운 행동 양식을 보이기 시작했다. [16.72]내 이론은 엔트로피 델타가 그 원인이라는 것이다. [20.95]이 진화가 어디까지 진행될 것인지는 두고 봐야겠다.
Dialogue/926605A6435C4E0DC8B8F292A5C73AEF_EF8738C000000000	Assistance!? Anyone!?	도와줘! 아무도 없어?!
Dialogue/B2875AA84CBD856F79BCBC98429C9E35_F2E10BE100000000	Assistance!? Anyone!?	도와줘! 아무도 없어?!
Dialogue/D881ED864412AB19C82E03B4D34D0906_EF8738C000000000	Astonishing.	매우 놀랍군.
Dialogue/933D4BA5493C33AEE22FAB83F62FC9A6_1E8E4DD100000000	At first ... I thought it was an accident ... [3.6]Those creatures everywhere ... [6]But then ... then ... these terrorists came, hunting us  ... now I don't know what to believe ... [13]What do they WANT? [14.6]If I can just get to the Blacksmith, he'll know how to get out of here. [18.7]He's wired into this whole sector, and his F.O.R.G.E. is a fortress, so he should be safe ... I think ... [27]I'll open the door for you now, but I'm telling you ... they're shooting at anything that moves! [32.5]Be careful!	처음엔... 사고인 줄 알았어... [3.6]저 괴물이 모든 곳에... [6]그러더니, 그러더니, 그 테러리스트들이 와서... 우리를 사냥했어... 이제 뭘 믿어야 할지 모르겠어... [13]도대체 뭘 원하는 건데? [14.6]대장장이한테 갈 수만 있다면 나가는 길을 알 수 있을텐데. [18.7]구역 전체와 연결되어 있는데다, F.O.R.G.E는 거의 요새이니... 그 사람은 안전하겠지... 아마... [27]내가 문을 열어줄게. 하지만 명심해... 놈들은 움직이는 건 뭐든지 쏜다고! [32.5]조심해야 돼!
Dialogue/7FA167E049FC4E4D90F0478781E2C0C9_08CBFFCB00000000	At last, you are here.	드디어, 왔구나.
Dialogue/F85BE45C455C96E3AC35279E2465BF84_D5875C8A00000000	At least nothing in the C-Blocks has escaped ... as far as we know.	아직 격리 블록에서 도망친 건 없는 거 같아... 우리가 아는 바로는.
Dialogue/187444F049D431FC636B34AAEF53B2DF_0508B95B00000000	At least there's a view.[1.82]Just don't stick your head up too far.	적어도 경치는 좋네.[1.82]머리만 너무 높이 들지 말게.
Dialogue/98D4C50B4F9B759616DBF4AD8AE55C2A_7E44BA3100000000	Attention. This is a High Priority safety broadcast. [5.1]You are currently en route to Residence Level 7. [10.5]Due to an active security situation, advanced safety precautions are in effect. [16.9]This elevator will be redirected to Offices Level 1. [22.7]Please remain in place and wait for Security Team assistance.	경고. 중요 안전 방송입니다. [5.1]당신은 현재 7층 주거 구역으로 이동 중입니다. [10.5]현재 보안 상황으로 인해, 고도의 안전 조치가 시행되고 있습니다. [16.9]해당 엘리베이터는 1층 사무 구역으로 돌아갑니다. [22.7]부디 자리에서 보안팀의 지원을 기다려주시길 바랍니다.
Dialogue/DEBF1FEA42CA3A25BBE8D7A87AB8FE8E_7E44BA3100000000	Attention. This sector is under precautionary security measures. [5]Please remain in place and wait for Security assistance.	경고. 해당 구역은 예방적 보안 조치 중입니다. [5]부디 자리에서 보안팀의 지원을 기다려주시길 바랍니다.
Dialogue/E1E4846742705B00BDE4FE8417433EE8_7E44BA3100000000	Be advised, unknown facility access detected. Caution advised.	경고합니다, 알 수 없는 시설 침입이 감지되었습니다. 주의를 요합니다.
Dialogue/7210E24C48FC440A8B33298DD3FFF68D_A783C72500000000	Be careful!	조심해!
Dialogue/ACBD08E348503BEDD5EAF8A243FB15F3_AD7A481D00000000	Beneath is power, and fire ...[4.2]Beneath is life, and fury,[7.4]and all that flows from wars uncounted ... 	저 아래는 힘과 불이며...[4.2]저 아래는 생명과 분노이다,[7.4]그리고 그 모든 것이 무수한 전쟁 사이로 흘러나오고 있지...
Dialogue/A636322C46E447B325878D81DFB298B8_9B469B0F00000000	Bit of a kerfuffle down there this morning. [3.4]Probably wanna get a move on.	오늘 아침에 아래 쪽이 좀 시끄럽더라. [3.4]빨리 가보는 게 좋을걸.
Dialogue/FDE1704342AB2D666033BDABF8270977_98535A7300000000	But Janet, I want to see the neutrino detector![3.29]We should ... go and take a look. I've never seen IS-0142 either!	하지만 자넷, 난 중성미자 탐지기를 꼭 보고싶단 말이네![3.29]가서... 보고 오자고. IS-0142도 나는 처음이야!
Dialogue/AD7271D949D889FE137FB19324DA688E_09B430A600000000	But wouldn't you know it, they've revoked our security clearance - [3.5]because who needs it during an emergency? [6.4]I suppose we could head back to office sector, down that way, [10.5]and hope Warren's got a plan to save us, [12.9]but that's about as likely as Thule winning a Nobel Prize. [16.5]We've got to find some other way into the Containment Block, or this is the end of the road.	하지만 놀랍게도, 우리 보안 인가가 취소됐어요. [3.5]비상 상황에서 보안 인가가 필요 없을 거라 생각한 건가? [6.4]저쪽으로 가서 사무 구역으로 돌아간 다음, [10.5]워렌한테 묘책을 기대할 수도 있겠지만, [12.9]그건 툴이 노벨상을 타는 것만큼이나 가능성이 낮아요. [16.5]격리 블록으로 가는 다른 방법을 찾지 못하면, 우리는 여기서 끝이에요.
Dialogue/7E41D29E47118E4FCB38EAA135572282_09B430A600000000	But you look terrible.	꼴이 말이 아니신데요.
Dialogue/B78552364BFC015A18D3C8899E89C550_09B430A600000000	Calm down, Abe.	진정해요, 에이브.
Dialogue/FE3DC724412ACA39DFC337A56472941E_EF8738C000000000	Can you help me!	좀 도와줘!
Dialogue/9E04B20F44986A3F0F516C9A4FFBE164_23ED69AA00000000	Coal. That's what I must do. Furnance. Fuel this machine! so it continues ... forever.	석탄. 이게 내 일이야. 화실. 이 기계에 연료를! 계속 갈 수 있게... 영원히.
Dialogue/B91F06074C0DB8D51CC45DA3A78BDA6E_18C7EC2900000000	Come here, mate.	여기 와 봐. 친구.
Dialogue/0F22F9C947DA5506B60EC2AAED2C7633_AF4702B100000000	Come in? Hello? Talk to me.	저기요? 여보세요? 말 좀 해봐.
Dialogue/E5D972A34179886687AC8AB42963F4AC_EF8738C000000000	Could have been worse, I suppose	더 나쁠 수도 있었어.
Dialogue/B4105B55414C3332EB32A5A70ABF6738_28A5EA9400000000	Could you help me, do you think?	혹시 나 좀 도와주지 않겠어?
Dialogue/2AF14C004DE224D69A68CC916EE62942_4AE005CB00000000	Damn those guys.	저 자식들.
Dialogue/D13D7650486059BDD701FC884D859106_F2E10BE100000000	Dear god, someone help me!	세상에, 누가 좀 도와줘!
Dialogue/C5934CF0451E5EB5165C079BFF12400F_F5807AEF00000000	Derek Manse reporting, Research Director. [3.3]We've had an interesting development. [5.6]Some kind of spore has overgrown the entire entrance of the Vacuum Chamber. [10.5]Given the range of material tested in there, it's impossible to know how it happened and it spreads fast, to a point. [19]But we've found a way to remove the growth. [22.1]One of Lenora's crew brought material back from a fungal region in Anteverse 2, [27.7]a gel of sorts that can be combined with basic reagents to create an exceedingly high temperature reaction. [34.5]It dissolves this particular growth almost instantly. [38.5]Harnessing the entropy delta is all well and good, but retrieving it from the anteverse isn't exactly easy. [45.5]The place makes hell look like Club Med.	연구소장 ,데릭 맨스 기록. [3.3]흥미로운 진전사항이 있다. [5.6]모종의 포자가 진공 챔버의 입구를 전부 덮어버렸다. [10.5]그곳에서 실험한 물질의 종류를 생각해 볼 때, 어떻게 퍼지게 됐고, 그 수준까지 빠르게 도달했는지 알 수 없다. [19]하지만 이것을 제거할 방법을 발견했다. [22.1]레노라의 팀원 하나가 안테버스 2의 균사체 지역에서 가져온 [27.7]젤 같은 물질과 기본적인 시약을 결합하면, 아주 강한 발열 반응이 일어난다. [34.5]이것으로 이 증식체를 바로 녹여버리는 것이다. [38.5]엔트로피 델타를 이용하는 것은 좋지만, 젤을 안테버스에서 회수하는 건 쉬운 일이 아니다. [45.5]그곳은 지옥조차 휴양지처럼 보이게 할 지경이다.
Dialogue/011D1AB84FF781C2459029B0EF6197A5_EF8738C000000000	Did anyone ever mention this kind of thing in a safety briefing?	안전 교육 때 이런 얘기 들은 적 있어?
Dialogue/E2EE333542A7932AC37C5783DFE728EB_5D63EF4100000000	Did they know what they were doing?	자기들이 무슨 일을 하고 있는지 알기나 할까?
Dialogue/0406AFFB4244A76F261351A6CBD99711_D73DE1F100000000	Did we meet on the tachyon project?	우리 타키온 프로젝트에서 만난 적 있지 않아?
Dialogue/CFCBD5E8401549BDFD54F3ABBF3FA08D_9B469B0F00000000	Did ya see the Ireland game last week? ... [2.24]'Spose you eggheads aren't into footie so much, eh?	지난 주 아일랜드 경기 봤냐? [2.24] 하긴 너 같은 범생이들이 뭘 알겠냐. 안 그래?
Dialogue/40DE34844D4D49392E065895AA4C3696_5D63EF4100000000	Did you come through a portal too?!	너도 포탈을 통해서 온 거야?
Dialogue/7C5AFE0C4F715C5679D64183D31C38E2_F2E10BE100000000	Did you ever imagine something like this might happen?	이런 일이 일어날 거라고 상상이나 해 봤어?
Dialogue/F250B70C41FAD1867DA2929B2FD52890_7D797E7800000000	Did you get those CPUs from the security robots? I can't get my data till you make that hacker.	보안 로봇에서 CPU를 회수했어? 내 데이터를 가져오려면 해킹툴이 필요해.
Dialogue/7F6ADD4C461226D2135473ADE6183581_84DFBE1600000000	Did you happen to find any coffee?	혹시 커피 본 적 없어?
Dialogue/A2484EF749287400595501A4ADEA7416_4D54ED2D00000000	Didn't expect a trip down here take this long... even with those goons roaming about.	여기까지 오는 데 이렇게 오래 걸릴 줄 몰랐어요... 그 깡패놈들이 돌아다니는 걸 감안해도 말이죠.
Dialogue/8C68E8C04307F20FC544C389EDE7C745_EF8738C000000000	Disgusting.	역겹군.
Dialogue/9ADF99ED49D8ED3AEC649F964D103E66_98535A7300000000	Do ever get lonely down here, Janet?	여기 있으면 외롭지는 않나, 자넷?
Dialogue/57178C3F402B7474B56EF9BEDE72079B_500EBB0800000000	Do not shoot! Do NOT SHOOT! We are together in this perdition!	쏘지 마! 쏘지 마! 이 지옥에서는 협력해야 돼!
Dialogue/5102396240D0BA3C75B6CBAFAB1906CB_09195BA800000000	Do you have ANY idea what's going on?! [2.9]Oh, have you only got blue clearance, too? [6.2]I've been hiding here since those goons attacked that poor technician down there. [10.2]Is he even still breathing? I can't bear to look. [14]Something has happened to the perforation system - the portals have gone haywire, [18.6]but that shouldn't be able to happen ...  [20.4]I wish I knew what was happening in Labs right now!	당최 무슨 일이 일어난 건지 그쪽은 아나?! [2.9]아, 너도 블루 등급인가? [6.2]나는 저 아래서 깡패놈들이 불쌍한 기술자를 공격했을 때부터 여기 숨어있었다네. [10.2]저 사람 숨은 쉬고 있나? 볼 엄두가 안 나. [14]천공 시스템에 무슨 문제가 생겨서 포탈이 미쳐 날뛰었어. [18.6]이런 일은 일어나지 않아야 정상인데... [20.4]연구소에 무슨 일이 벌어지고 있는지 알 수만 있다면!
